Date,Client Type,Product,Unit Price,Quantity,Total,Payment Method
2025-08-13,Retail,Bristol Veloce 500,328000,31,10168000,Credit Card
2025-08-22,Retail,Honda Cbr500R,389000,16,6224000,Transfer
2025-06-17,Wholesale,Sym Husky 150,72900,32,2332800,Transfer
2025-08-24,Retail,Kawasaki Ninja 400,340000,6,2040000,Transfer
2025-08-17,Wholesale,Yamaha Sniper 155,125900,14,1762600,Cash
2025-08-12,Retail,Vespa Gts Super 300,398000,17,6766000,Credit Card
2025-06-01,Wholesale,Keeway Rks 150 Sport,68900,21,1446900,Transfer
2025-07-21,Wholesale,Kawasaki Klx 230,199000,11,2189000,Credit Card
2025-07-15,Wholesale,Vespa Primavera 150,210000,15,3150000,Transfer
2025-08-16,Retail,Yamaha Xsr155,182000,14,2548000,Cash
2025-06-04,Retail,Bristol Veloce 500,328000,21,6888000,Transfer
2025-08-01,Retail,Yamaha Mt-15,178000,13,2314000,Credit Card
2025-08-04,Retail,Bmw R Ninet,995000,7,6965000,Cash
2025-07-02,Wholesale,Honda Cbr500R,389000,3,1167000,Cash
2025-07-04,Retail,Cfmoto 300Sr,165000,12,1980000,Credit Card
2025-08-31,Retail,Yamaha Serow 250,299000,10,2990000,Transfer
2025-08-11,Retail,Vespa Primavera 150,210000,10,2100000,Transfer
2025-07-09,Retail,Motorstar Xplorer 250X,78900,16,1262400,Transfer
2025-06-26,Retail,Honda Adv 160,164900,19,3133100,Transfer
2025-07-04,Retail,Suzuki Avenis 125,79900,15,1198500,Cash
2025-07-24,Retail,Moto Guzzi V7 Stone,689000,12,8268000,Credit Card
2025-06-03,Retail,Keeway Rks 150 Sport,68900,5,344500,Transfer
2025-07-20,Retail,Yamaha Xmax 300,319000,2,638000,Transfer
2025-06-12,Wholesale,Keeway Rks 150 Sport,68900,11,757900,Cash
2025-08-04,Retail,Ktm Rc 200,198000,29,5742000,Cash
2025-07-24,Retail,Yamaha Serow 250,299000,33,9867000,Credit Card
2025-06-05,Retail,Honda Click 125I,80900,28,2265200,Transfer
2025-07-27,Wholesale,Zontes 310X,248000,29,7192000,Credit Card
2025-06-17,Retail,Benelli 502C,349000,41,14309000,Credit Card
2025-07-17,Wholesale,Cfmoto 300Sx,165000,37,6105000,Transfer
2025-06-23,Retail,Suzuki Gsx-S150,125000,15,1875000,Transfer
2025-08-18,Wholesale,Suzuki Avenis 125,79900,11,878900,Credit Card
2025-08-24,Retail,Bajaj Dominar 400,199900,17,3398300,Cash
2025-06-14,Wholesale,Keeway Rks 150 Sport,68900,5,344500,Transfer
2025-08-05,Retail,Bristol Veloce 500,328000,36,11808000,Credit Card
2025-08-14,Wholesale,Yamaha Xsr155,182000,33,6006000,Credit Card
2025-07-21,Retail,Yamaha Xsr155,182000,11,2002000,Transfer
2025-07-08,Retail,Yamaha Nmax 155,151900,3,455700,Transfer
2025-08-03,Retail,Ktm Duke 200,178000,1,178000,Credit Card
2025-07-08,Retail,Bmw R Ninet,995000,10,9950000,Cash
2025-07-20,Retail,Moto Morini X-Cape 650,369000,20,7380000,Credit Card
2025-08-21,Wholesale,Kawasaki Ninja 400,340000,12,4080000,Credit Card
2025-06-30,Wholesale,Aprilia Sr Gt 200,219000,39,8541000,Transfer
2025-08-18,Wholesale,Harley-Davidson Street 750,499000,47,23453000,Cash
2025-08-30,Wholesale,Italjet Dragster 200,289000,11,3179000,Credit Card
2025-07-21,Wholesale,Suzuki Raider R150 Fi,119900,15,1798500,Transfer
2025-08-02,Retail,Suzuki Burgman Street 125,80900,47,3802300,Cash
2025-07-22,Wholesale,Rusi Flash 125,48000,11,528000,Cash
2025-07-08,Retail,Cfmoto 300Sr,165000,1,165000,Credit Card
2025-08-27,Retail,Kawasaki Klx 230,199000,13,2587000,Credit Card
2025-08-18,Wholesale,Yamaha Fzi 150,99900,4,399600,Transfer
2025-06-30,Wholesale,Royal Enfield Classic 350,250000,30,7500000,Cash
2025-07-21,Wholesale,Bmw R Ninet,995000,14,13930000,Cash
2025-08-20,Retail,Bajaj Dominar 400,199900,20,3998000,Credit Card
2025-06-05,Retail,Kawasaki Ninja 400,340000,5,1700000,Transfer
2025-06-29,Retail,Yamaha Sniper 155,125900,7,881300,Credit Card
2025-06-04,Wholesale,Honda Adv 16X,164900,5,824500,Cash
2025-06-10,Wholesale,Bmw R Ninet,995000,5,4975000,Credit Card
2025-07-26,Wholesale,Sym Husky 150,72900,11,801900,Cash
2025-06-17,Wholesale,Aprilia Sr Gt 200,219000,24,5256000,Transfer
2025-08-13,Retail,Yamaha Aerox 155,124000,6,744000,Transfer
2025-06-17,Retail,Vespa Primavera 150,210000,48,10080000,
2025-08-23,Retail,Benelli 502C,349000,25,8725000,Cash
2025-08-27,Wholesale,Kawasaki Klx 230,199000,17,3383000,Credit Card
2025-08-08,Retail,Husqvarna Svartpilen 401,295000,31,9145000,Cash
2025-07-04,Wholesale,Yamaha Nmax 155,151900,29,4405100,Credit Card
2025-06-06,Wholesale,Kawasaki Z400,331000,3,993000,Credit Card
2025-07-23,Retail,Cfmoto 650Mt,345000,10,3450000,Credit Card
2025-08-05,Wholesale,Honda Cbr500R,389000,12,4668000,Transfer
2025-08-16,Retail,Yamaha Serow 250,299000,29,8671000,Cash
2025-07-13,Wholesale,Cfmoto 650Mt,345000,42,14490000,Credit Card
2025-08-14,Retail,Cfmoto 650Mt,345000,18,6210000,Transfer
2025-06-23,Wholesale,Aprilia Sr Gt 200,219000,17,3723000,Transfer
2025-07-25,Retail,Bajaj Ct125,67900,11,746900,Cash
2025-08-19,Wholesale,Bristol Bobber 650,398000,8,3184000,Transfer
2025-08-14,Wholesale,Yamaha Nmax 155,151900,41,6227900,Transfer
2025-06-16,Retail,Yamaha Fzi 150,99900,19,1898100,Credit Card
2025-06-08,Retail,Suzuki Burgman Street 125,80900,18,1456200,Credit Card
2025-06-04,Retail,Bmw R Ninet,995000,8,7960000,Transfer
2025-06-04,Retail,Rusi Flash 125,48000,6,288000,Transfer
2025-07-26,Retail,Yamaha Fzi 150,99900,6,599400,Credit Card
2025-06-25,Retail,Cfmoto 300Nk,165000,2,330000,Transfer
2025-08-06,Wholesale,Bajaj Dominar 400,199900,24,4797600,Cash
2025-08-06,Retail,Bmw G 310 Gs,320000,28,8960000,Credit Card
2025-06-27,Retail,Cfmoto 300Sr,165000,19,3135000,Credit Card
2025-07-02,Wholesale,Royal Enfield Classic 350,250000,19,4750000,Credit Card
2025-07-20,Wholesale,Bristol Bobber 650,398000,28,11144000,Transfer
2025-07-31,Wholesale,Vespa Primavera 150,210000,3,630000,Cash
2025-07-21,Retail,Italjet Dragster 200,289000,46,13294000,Cash
2025-06-19,Retail,Zontes Gk350,269000,13,3497000,Credit Card
2025-06-21,Retail,Sym Jet X 150,128000,20,2560000,Transfer
2025-06-05,Wholesale,Yamaha Aerox 155,124000,29,3596000,Cash
2025-08-21,Wholesale,Rusi Flash 125,48000,13,624000,Credit Card
2025-08-31,Retail,Vespa Primavera 150,210000,6,1260000,Transfer
2025-07-12,Retail,Husqvarna Svartpilen 401,295000,43,12685000,Cash
2025-07-31,Retail,Benelli 502C,349000,17,5933000,Transfer
2025-06-22,Retail,Rusi Flash 125,48000,5,240000,Credit Card
2025-06-21,Wholesale,Honda Adv 160,164900,12,1978800,Transfer
2025-08-09,Retail,Yamaha Xmax 300,319000,1,319000,Transfer
2025-06-01,Wholesale,Moto Guzzi V7 Stone,689000,12,8268000,Transfer
2025-06-05,Wholesale,Ktm 790 Duke,599000,34,20366000,Transfer
2025-06-12,Wholesale,Zontes Gk350,269000,17,4573000,Credit Card
2025-08-29,Retail,Yamaha Sniper 155,125900,8,1007200,Transfer
2025-07-16,Retail,Suzuki Raider R150 Fi,119900,4,479600,Credit Card
2025-07-04,Retail,Suzuki Avenis 125,79900,9,719100,Cash
2025-07-19,Retail,Honda Cbr500R,389000,16,6224000,Transfer
2025-08-17,Retail,Vespa Gts Super 300,398000,17,6766000,Credit Card
2025-08-29,Wholesale,Keeway Rks 150 Sport,68900,29,1998100,Cash
2025-07-15,Retail,Italjet Dragster 200,289000,26,7514000,Cash
2025-06-27,Retail,Vespa Primavera 150,210000,16,3360000,Credit Card
2025-08-12,Retail,Bristol Bobber 650,398000,6,2388000,Credit Card
2025-06-26,Retail,Bmw R Ninet,995000,15,14925000,Credit Card
2025-07-17,Retail,Moto Morini X-Cape 650,369000,13,4797000,Cash
2025-08-25,Wholesale,Honda Crf300L,284900,13,3703700,Credit Card
2025-07-26,Retail,Tvs Apache Rtr 200 4V,129000,7,903000,Credit Card
2025-08-02,Wholesale,Sym Husky 150,72900,13,947700,Transfer
2025-07-18,Wholesale,Benelli 502C,349000,18,6282000,Credit Card
2025-07-31,Wholesale,Suzuki Gsx-S150,125000,19,2375000,Credit Card
2025-08-20,Retail,Yamaha Xmax 300,319000,4,1276000,Transfer
2025-06-26,Retail,Royal Enfield Classic 350,250000,19,4750000,Cash
2025-07-06,Retail,Aprilia Sr Gt 200,219000,28,6132000,Credit Card
2025-06-01,Wholesale,Yamaha Aerox 155,124000,23,2852000,Transfer
2025-06-08,Retail,Honda Adv 160,164900,48,7915200,Cash
2025-07-22,Retail,Yamaha Sniper 155,125900,33,4154700,Transfer
2025-08-18,Retail,Yamaha Serow 250,299000,10,2990000,Transfer
2025-07-17,Wholesale,Honda Adv 160,164900,31,5111900,Credit Card
2025-07-26,Retail,Honda Cbr500R,389000,19,7391000,Transfer
2025-08-25,Wholesale,Cfmoto 300Nk,165000,14,2310000,Cash
2025-06-14,Wholesale,Yamaha Mt-15,178000,40,7120000,Credit Card
2025-08-29,Wholesale,Moto Morini X-Cape 650,369000,6,2214000,Cash
2025-06-28,Wholesale,Zontes Gk350,269000,14,3766000,Cash
2025-08-26,Retail,Moto Morini X-Cape 650,369000,34,12546000,Transfer
2025-08-17,Wholesale,Ktm Duke 200,178000,11,1958000,Transfer
2025-08-27,Wholesale,Yamaha Serow 250,299000,40,11960000,Transfer
2025-06-02,Retail,Yamaha Xsr155,182000,44,8008000,Transfer
2025-06-26,Retail,Suzuki Raider R150 Fi,119900,12,1438800,Transfer
2025-06-14,Retail,Moto Guzzi V7 Stone,689000,21,14469000,Transfer
2025-07-29,Wholesale,Cfmoto 300Sr,165000,14,2310000,Transfer
2025-07-26,Retail,Bristol Bobber 650,398000,18,7164000,Transfer
2025-06-07,Wholesale,Bristol Bobber 650,398000,8,3184000,Cash
2025-06-03,Wholesale,Kawasaki Ninja 400,340000,25,8500000,Transfer
2025-06-23,Wholesale,Vespa Primavera 150,210000,26,5460000,Cash
2025-06-18,Retail,Kawasaki Ninja 400,340000,9,3060000,Credit Card
2025-07-08,Wholesale,Yamaha Nmax 155,151900,9,1367100,Cash
2025-06-15,Retail,Suzuki Gsx-S150,125000,1,125000,Cash
2025-08-03,Retail,Bmw G 310 Gs,320000,46,14720000,Transfer
2025-08-28,,Zontes 310X,248000,8,1984000,Credit Card
2025-06-28,Wholesale,Suzuki Burgman Street 125,80900,16,1294400,Transfer
2025-08-13,Retail,Benelli 502C,349000,1,349000,Cash
2025-07-09,Retail,Kawasaki Z400,331000,18,5958000,Credit Card
2025-07-27,Wholesale,Yamaha Sniper 155,125900,16,2014400,Transfer
2025-06-17,Wholesale,Sym Husky 150,72900,14,1020600,Cash
2025-08-25,Retail,Honda Click 125I,80900,19,1537100,Transfer
2025-08-29,Retail,Kawasaki Klx 230,199000,43,8557000,Transfer
2025-07-14,Wholesale,Vespa Gts Super 300,398000,18,7164000,Cash
2025-06-25,Wholesale,Rusi Flash 125,48000,40,1920000,Cash
2025-06-17,Wholesale,Cfmoto 650Mt,345000,19,6555000,Transfer
2025-06-13,Retail,Honda Adv 160,164900,11,1813900,Cash
2025-08-23,Retail,Cfmoto 650Mt,345000,21,7245000,Transfer
2025-06-25,Retail,Tvs Apache Rtr 200 4V,129000,8,1032000,Transfer
2025-08-07,Wholesale,Moto Morini X-Cape 650,369000,6,2214000,Transfer
2025-06-10,Retail,Yamaha Fzi 150,99900,5,499500,Cash
2025-08-06,Wholesale,Vespa Primavera 150,210000,8,1680000,Transfer
,Retail,Yamaha Sniper 155,125900,19,2392100,Cash
2025-08-25,Wholesale,Yamaha Mt-15,178000,12,2136000,Credit Card
2025-07-04,Retail,Bristol Veloce 500,328000,1,328000,Credit Card
2025-06-08,Wholesale,Suzuki Avenis 125,79900,46,3675400,Cash
2025-07-10,Retail,Ktm Rc 200,198000,7,1386000,Credit Card
2025-08-22,Retail,Kawasaki Klx 230,199000,9,1791000,Credit Card
2025-07-12,Wholesale,Honda Cbr500R,389000,6,2334000,Cash
2025-07-11,Wholesale,Vespa Gts Super 300,398000,5,1990000,Credit Card
2025-06-06,Retail,Bmw G 310 Gs,320000,4,1280000,Credit Card
2025-07-22,Wholesale,Bristol Veloce 500,328000,10,3280000,Credit Card
2025-06-26,Wholesale,Honda Adv 160,164900,7,1154300,Credit Card
2025-08-03,Wholesale,Ktm 790 Duke,599000,6,3594000,Cash
2025-07-29,Retail,Kawasaki Z400,331000,48,15888000,Cash
2025-07-26,Wholesale,Suzuki Avenis 125,79900,5,399500,Credit Card
2025-07-29,Wholesale,Cfmoto 650Mt,345000,12,4140000,Transfer
2025-08-09,Wholesale,Kawasaki Ninja 400,340000,15,5100000,Transfer
2025-07-03,Wholesale,Honda Click 125I,80900,21,1698900,Cash
2025-07-23,Retail,Motorstar Xplorer 250R,78900,4,315600,Credit Card
2025-06-22,Retail,Yamaha Fzi 150,99900,2,199800,Cash
2025-06-21,Retail,Bajaj Ct125,67900,31,2104900,Credit Card
2025-08-09,Wholesale,Bmw R Ninet,995000,5,4975000,Credit Card
2025-08-09,Wholesale,Kawasaki Ninja 400,340000,12,4080000,Transfer
2025-06-04,Retail,Ktm Rc 200,198000,2,396000,Credit Card
2025-08-14,Wholesale,Motorstar Xplorer 250R,78900,11,867900,Credit Card
2025-08-01,Wholesale,Kawasaki Klx 230,199000,42,8358000,Credit Card
2025-08-01,Retail,Royal Enfield Classic 350,250000,8,2000000,Credit Card
2025-06-24,Wholesale,Yamaha Xsr155,182000,32,5824000,Transfer
2025-07-25,Retail,Cfmoto 300Nk,165000,28,4620000,Credit Card
2025-06-09,Retail,Yamaha Aerox 155,124000,13,1612000,Cash
2025-06-03,Retail,Yamaha Fzi 150,99900,17,1698300,Credit Card
2025-07-01,Retail,Suzuki Gsx-S150,125000,6,750000,Cash
2025-07-10,Wholesale,Bristol Bobber 650,398000,10,3980000,Cash
2025-07-06,Wholesale,Sym Husky 150,72900,29,2114100,Transfer
2025-06-24,Wholesale,Yamaha Serow 250,299000,8,2392000,Cash
2025-06-06,Wholesale,Motorstar Xplorer 250R,78900,8,631200,Cash
2025-08-05,Wholesale,Moto Morini X-Cape 650,369000,18,6642000,Transfer
2025-08-23,Wholesale,Bristol Bobber 650,398000,33,13134000,Cash
2025-08-31,Retail,Bajaj Ct125,67900,25,1697500,Transfer
2025-08-14,Retail,Suzuki Avenis 125,79900,5,399500,Transfer
2025-06-04,Wholesale,Yamaha Aerox 155,124000,14,1736000,Credit Card
2025-08-18,Wholesale,Royal Enfield Classic 350,250000,48,12000000,Credit Card
2025-06-06,Retail,Aprilia Sr Gt 200,219000,4,876000,Cash
2025-07-21,Wholesale,Cfmoto 300Nk,165000,3,495000,Cash
2025-08-01,Wholesale,Keeway Rks 150 Sport,68900,5,344500,Credit Card
2025-07-27,Retail,Moto Morini X-Cape 650,369000,32,11808000,Transfer
2025-08-05,Retail,Benelli 502C,349000,3,1047000,Transfer
2025-08-18,Retail,Italjet Dragster 200,289000,42,12138000,Credit Card
2025-08-14,Retail,Yamaha Serow 250,299000,20,5980000,Transfer
2025-06-08,Wholesale,Husqvarna Svartpilen 401,295000,15,4425000,Credit Card
2025-06-26,Wholesale,Bristol Veloce 500,328000,20,6560000,Transfer
2025-07-21,Wholesale,Aprilia Sr Gt 200,219000,3,657000,Credit Card
2025-07-15,Wholesale,Tvs Apache Rtr 200 4V,129000,12,1548000,Cash
2025-07-14,Retail,Suzuki Raider R150 Fi,119900,18,2158200,Cash
2025-06-05,Retail,Kawasaki Z400,331000,35,11585000,Cash
2025-08-09,Wholesale,Moto Guzzi V7 Stone,689000,10,6890000,Transfer
2025-06-26,Wholesale,Benelli 502C,349000,40,13960000,Transfer
2025-08-07,Retail,Suzuki Gsx-S150,125000,8,1000000,Credit Card
2025-06-19,Retail,Honda Crf300L,284900,13,3703700,Transfer
2025-08-23,Wholesale,Italjet Dragster 200,289000,12,3468000,Cash
2025-06-20,Retail,Motorstar Xplorer 250R,78900,43,3392700,Transfer
2025-06-12,Retail,Zontes 310X,248000,25,6200000,Cash
2025-07-17,Retail,Keeway Rks 150 Sport,68900,40,2756000,Cash
2025-06-01,Retail,Vespa Primavera 150,210000,1,210000,Cash
2025-08-29,Wholesale,Vespa Gts Super 300,398000,16,6368000,Cash
2025-06-14,Wholesale,Ktm Duke 200,178000,3,534000,
2025-08-03,Wholesale,Honda Adv 160,164900,9,1484100,Credit Card
2025-07-08,Wholesale,Sym Jet X 150,128000,35,4480000,Credit Card
2025-07-07,Wholesale,Bmw G 310 Gs,320000,22,7040000,Credit Card
2025-06-11,Retail,Husqvarna Svartpilen 401,295000,11,3245000,Transfer
2025-08-16,Wholesale,Bmw G 310 Gs,320000,8,2560000,Credit Card
2025-06-03,Wholesale,Bajaj Ct125,67900,10,679000,Cash
2025-07-03,Retail,Moto Guzzi V7 Stone,689000,6,4134000,Transfer
2025-06-06,Retail,Yamaha Fzi 150,99900,13,1298700,Cash
2025-07-20,Wholesale,Yamaha Xsr155,182000,8,1456000,Transfer
2025-06-10,Retail,Suzuki Avenis 125,79900,43,3435700,Credit Card
2025-06-05,Wholesale,Honda Cbr500R,389000,23,8947000,Cash
2025-06-23,Retail,Benelli 502C,349000,11,3839000,Credit Card
2025-06-10,Wholesale,Cfmoto 650Mt,345000,22,7590000,Transfer
2025-07-14,Wholesale,Moto Guzzi V7 Stone,689000,11,7579000,Credit Card
2025-06-02,Retail,Yamaha Fzi 150,99900,48,4795200,Cash
2025-06-13,Retail,Kawasaki Klx 230,199000,4,796000,Credit Card
2025-07-10,Wholesale,Cfmoto 650Mt,345000,18,6210000,Transfer
2025-06-02,Wholesale,Moto Morini X-Cape 650,369000,23,8487000,Credit Card
2025-08-23,Retail,Cfmoto 300Nk,165000,2,330000,Credit Card
2025-08-04,Retail,Suzuki Burgman Street 125,80900,46,3721400,Credit Card
2025-08-02,Wholesale,Rusi Flash 125,48000,33,1584000,Cash
2025-08-12,Retail,Sym Jet X 150,128000,1,128000,Credit Card
